"SRL" "MIG" "GMax" "GMin" "SCI" "RCI" "GER" "MSM*" "est.p.SCI" "est.p.RCI" "est.p.GER" "est.p.MSM*" "GER*" "GERt" "p.Wills"
"tree_1073" 4005.7632 8128.953 73192.897 376.1 0.694339622641509 -102.931441379261 0.893529332250085 0.046266720941799 4.00686858393974e-05 1.51191547053703e-85 7.28983128904176e-198 0 1 1 0
"tree_1074" 4005.7632 8182.103 73192.897 376.1 0.694339622641509 -104.258279670651 0.892799418244117 0.0459661776440605 4.00686858393974e-05 1.80323410846284e-85 5.59333010050037e-197 0 1 1 0
"tree_1075" 4005.7632 8205.803 73192.897 376.1 0.694339622641509 -104.849927224854 0.892473943889622 0.045833418131047 4.00686858393974e-05 1.9505799658726e-85 1.38286215121044e-196 0 1 1 0
"tree_1076" 4005.7632 8193.603 73192.897 376.1 0.694339622641509 -104.545366036615 0.892641487650164 0.0459016625530917 4.00686858393974e-05 1.8732901357152e-85 8.68029072199071e-197 0 1 1 0
"tree_1077" 4005.7632 8178.203 73192.897 376.1 0.694339622641509 -104.160919946541 0.89285297731511 0.045988097874313 4.00686858393974e-05 1.78007433482377e-85 4.81829521633539e-197 0 1 1 0
"tree_1078" 4005.7632 8220.903 73192.897 376.1 0.69622641509434 -105.226884105381 0.892266574153214 0.0457492321707238 2.05201885202801e-05 2.05066025241324e-85 2.45901388916777e-196 0 1 1 0
"tree_1079" 4005.7632 8172.653 73192.897 376.1 0.692452830188679 -104.022369569924 0.892929195993062 0.0460193281178095 7.63286153605194e-05 1.74762679886769e-85 3.89643617259584e-197 0 1 1 0
"tree_1080" 4005.7632 8178.203 73192.897 376.1 0.694339622641509 -104.160919946541 0.89285297731511 0.045988097874313 4.00686858393974e-05 1.78007433482377e-85 4.81829521633539e-197 0 1 1 0
"tree_1081" 4005.7632 8183.053 73192.897 376.1 0.694339622641509 -104.281995500882 0.892786371803747 0.0459608412654788 4.00686858393974e-05 1.80892096319952e-85 5.80023632555132e-197 0 1 1 0
"tree_1082" 4005.7632 8197.603 73192.897 376.1 0.694339622641509 -104.645222163906 0.892586555269658 0.0458792649509863 4.00686858393974e-05 1.89828844576519e-85 1.0112786557161e-196 0 1 1 0
"tree_1083" 4005.7632 8211.703 73192.897 376.1 0.694339622641509 -104.99721501261 0.892392918628376 0.0458004874262988 4.00686858393974e-05 1.98909079324322e-85 1.73180243040038e-196 0 1 1 0
"tree_1084" 4005.7632 8189.703 73192.897 376.1 0.694339622641509 -104.448006312505 0.892695046721157 0.0459235212803199 4.00686858393974e-05 1.84923296374942e-85 7.47878175964032e-197 0 1 1 0
"tree_1085" 4005.7632 8189.703 73192.897 376.1 0.694339622641509 -104.448006312505 0.892695046721157 0.0459235212803199 4.00686858393974e-05 1.84923296374942e-85 7.47878175964032e-197 0 1 1 0
"tree_1086" 4005.7632 8015.923 73192.897 376.1 0.690566037735849 -100.109756862313 0.895081583992221 0.0469191133697267 0.000141879755724748 1.03913578650724e-85 9.228045197273e-200 0 1 1 0
"tree_1087" 4005.7632 8044.883 73192.897 376.1 0.692452830188679 -100.832715223905 0.894683873557361 0.0467502137694234 7.63286153605194e-05 1.14396659722468e-85 2.84021681690159e-199 0 1 1 0
"tree_1088" 4005.7632 8123.043 73192.897 376.1 0.692452830188679 -102.783903951187 0.893610494842282 0.0463003827506515 7.63286153605194e-05 1.48257344862425e-85 5.80799979552196e-198 0 1 1 0
"tree_1089" 4005.7632 8123.043 73192.897 376.1 0.692452830188679 -102.783903951187 0.893610494842282 0.0463003827506515 7.63286153605194e-05 1.48257344862425e-85 5.80799979552196e-198 0 1 1 0
"tree_1090" 4005.7632 8313.543 73192.897 376.1 0.694339622641509 -107.539552013459 0.890994340220705 0.0452394364231953 4.00686858393974e-05 2.78706675677642e-85 8.24756414083514e-195 0 1 1 0
"tree_1091" 4005.7632 8313.543 73192.897 376.1 0.694339622641509 -107.539552013459 0.890994340220705 0.0452394364231953 4.00686858393974e-05 2.78706675677642e-85 8.24756414083514e-195 0 1 1 0
"tree_1092" 4005.7632 8178.203 73192.897 376.1 0.694339622641509 -104.160919946541 0.89285297731511 0.045988097874313 4.00686858393974e-05 1.78007433482377e-85 4.81829521633539e-197 0 1 1 0
"tree_1093" 4005.7632 8178.203 73192.897 376.1 0.694339622641509 -104.160919946541 0.89285297731511 0.045988097874313 4.00686858393974e-05 1.78007433482377e-85 4.81829521633539e-197 0 1 1 0
"tree_1094" 4005.7632 8178.203 73192.897 376.1 0.694339622641509 -104.160919946541 0.89285297731511 0.045988097874313 4.00686858393974e-05 1.78007433482377e-85 4.81829521633539e-197 0 1 1 0
"tree_1095" 4005.7632 8166.403 73192.897 376.1 0.692452830188679 -103.86634437103 0.893015027837602 0.0460545481284722 7.63286153605194e-05 1.71179249920322e-85 3.06724836641991e-197 0 1 1 0
"tree_1096" 4005.7632 8220.603 73192.897 376.1 0.694339622641509 -105.219394895834 0.892270694081752 0.0457509017282552 4.00686858393974e-05 2.04862288642759e-85 2.4310734167961e-196 0 1 1 0
"tree_1097" 4005.7632 8240.003 73192.897 376.1 0.694339622641509 -105.703697113199 0.8920042720363 0.0456431872658299 4.00686858393974e-05 2.18461999664027e-85 5.0866391372693e-196 0 1 1 0
"tree_1098" 4005.7632 8270.903 73192.897 376.1 0.69622641509434 -106.475085696528 0.891579919396894 0.0454726648347829 2.05201885202801e-05 2.42006516384338e-85 1.64387045043e-195 0 1 1 0
"tree_1099" 4005.7632 8685.803 73192.897 376.1 0.69622641509434 -116.83266249987 0.885882058228955 0.0433005445783194 2.05201885202801e-05 9.53973332413211e-85 8.13198051546078e-189 0 1 1 0
"tree_1100" 4005.7632 8189.703 73192.897 376.1 0.694339622641509 -104.448006312505 0.892695046721157 0.0459235212803199 4.00686858393974e-05 1.84923296374942e-85 7.47878175964032e-197 0 1 1 0
"tree_1101" 4005.7632 8189.703 73192.897 376.1 0.694339622641509 -104.448006312505 0.892695046721157 0.0459235212803199 4.00686858393974e-05 1.84923296374942e-85 7.47878175964032e-197 0 1 1 0
"tree_1102" 4005.7632 8178.203 73192.897 376.1 0.694339622641509 -104.160919946541 0.89285297731511 0.045988097874313 4.00686858393974e-05 1.78007433482377e-85 4.81829521633539e-197 0 1 1 0
"tree_1103" 4005.7632 8171.703 73192.897 376.1 0.694339622641509 -103.998653739692 0.892942242433432 0.0460246780872971 4.00686858393974e-05 1.74213214911391e-85 3.75730180632275e-197 0 1 1 0
"tree_1104" 4005.7632 8197.603 73192.897 376.1 0.694339622641509 -104.645222163906 0.892586555269658 0.0458792649509863 4.00686858393974e-05 1.89828844576519e-85 1.0112786557161e-196 0 1 1 0
"tree_1105" 4005.7632 8189.703 73192.897 376.1 0.694339622641509 -104.448006312505 0.892695046721157 0.0459235212803199 4.00686858393974e-05 1.84923296374942e-85 7.47878175964032e-197 0 1 1 0
"tree_1106" 4005.7632 8081.103 73192.897 376.1 0.694339622641509 -101.736912456533 0.894186460851883 0.0465406764398375 4.00686858393974e-05 1.29004203607885e-85 1.15345589746903e-198 0 1 1 0
"tree_1107" 4005.7632 8184.153 73192.897 376.1 0.692452830188679 -104.309455935888 0.892771265399108 0.0459546638485375 7.63286153605194e-05 1.81552809359765e-85 6.04936656939437e-197 0 1 1 0
"tree_1108" 4005.7632 8178.203 73192.897 376.1 0.694339622641509 -104.160919946541 0.89285297731511 0.045988097874313 4.00686858393974e-05 1.78007433482377e-85 4.81829521633539e-197 0 1 1 0
"tree_1109" 4005.7632 8182.153 73192.897 376.1 0.692452830188679 -104.259527872242 0.892798731589361 0.0459658967511363 7.63286153605194e-05 1.8035329715531e-85 5.60403402455132e-197 0 1 1 0
"tree_1110" 4005.7632 8193.653 73192.897 376.1 0.692452830188679 -104.546614238206 0.892640800995408 0.0459013824480973 7.63286153605194e-05 1.87360057899554e-85 8.69688324758362e-197 0 1 1 0
"tree_1111" 4005.7632 8189.703 73192.897 376.1 0.694339622641509 -104.448006312505 0.892695046721157 0.0459235212803199 4.00686858393974e-05 1.84923296374942e-85 7.47878175964032e-197 0 1 1 0
"tree_1112" 4005.7632 8203.153 73192.897 376.1 0.692452830188679 -104.783772540524 0.892510336591707 0.0458482244571081 7.63286153605194e-05 1.93352562963355e-85 1.24988317736589e-196 0 1 1 0
"tree_1113" 4005.7632 8183.303 73192.897 376.1 0.692452830188679 -104.288236508838 0.892782938529966 0.0459594371612538 7.63286153605194e-05 1.81042047469734e-85 5.85594273210482e-197 0 1 1 0
"tree_1114" 4005.7632 8183.053 73192.897 376.1 0.694339622641509 -104.281995500882 0.892786371803747 0.0459608412654788 4.00686858393974e-05 1.80892096319952e-85 5.80023632555132e-197 0 1 1 0
"tree_1115" 4005.7632 8178.203 73192.897 376.1 0.694339622641509 -104.160919946541 0.89285297731511 0.045988097874313 4.00686858393974e-05 1.78007433482377e-85 4.81829521633539e-197 0 1 1 0
"tree_1116" 4005.7632 8159.003 73192.897 376.1 0.694339622641509 -103.68161053554 0.893116652741537 0.0460963183859597 4.00686858393974e-05 1.67031108408511e-85 2.31007491113737e-197 0 1 1 0
"tree_1117" 4005.7632 8132.803 73192.897 376.1 0.692452830188679 -103.027552901779 0.893476459833848 0.0462448186682992 7.63286153605194e-05 1.53134082221623e-85 8.45234681871503e-198 0 1 1 0
"tree_1118" 4005.7632 8138.753 73192.897 376.1 0.690566037735849 -103.176088891126 0.893394747917846 0.046211010458236 0.000141879755724748 1.56185257754986e-85 1.06228148730495e-197 0 1 1 0
"tree_1119" 4005.7632 8138.753 73192.897 376.1 0.692452830188679 -103.176088891126 0.893394747917846 0.046211010458236 7.63286153605194e-05 1.56185257754986e-85 1.06228148730495e-197 0 1 1 0
"tree_1120" 4005.7632 8136.753 73192.897 376.1 0.690566037735849 -103.12616082748 0.893422214108099 0.0462223690457361 0.000141879755724748 1.55152946442222e-85 9.83740789429002e-198 0 1 1 0
"tree_1121" 4005.7632 8148.253 73192.897 376.1 0.690566037735849 -103.413247193444 0.893264283514146 0.0461571333143436 0.000141879755724748 1.61183067067812e-85 1.52969238072529e-197 0 1 1 0
"tree_1122" 4005.7632 8146.253 73192.897 376.1 0.690566037735849 -103.363319129798 0.893291749704399 0.0461684654282159 0.000141879755724748 1.60117809285037e-85 1.41669584888364e-197 0 1 1 0
"tree_1123" 4005.7632 8137.903 73192.897 376.1 0.690566037735849 -103.154869464076 0.893406421048704 0.0462158371757442 0.000141879755724748 1.55745691014494e-85 1.02816514207861e-197 0 1 1 0
"tree_1124" 4005.7632 8126.153 73192.897 376.1 0.692452830188679 -102.861542090157 0.893567784916439 0.0462826629033443 7.63286153605194e-05 1.49794249640742e-85 6.5458734438746e-198 0 1 1 0
"tree_1125" 4005.7632 8144.303 73192.897 376.1 0.692452830188679 -103.314639267743 0.893318529239895 0.0461795195979324 7.63286153605194e-05 1.59085944329892e-85 1.31454650749198e-197 0 1 1 0
"tree_1126" 4005.7632 8125.103 73192.897 376.1 0.692452830188679 -102.835329856742 0.893582204666322 0.0462886439716518 7.63286153605194e-05 1.4927359025559e-85 6.28684924378053e-198 0 1 1 0
"tree_1127" 4005.7632 8113.103 73192.897 376.1 0.692452830188679 -102.535761474867 0.893747001807838 0.0463571089877695 7.63286153605194e-05 1.43449864169171e-85 3.96194060411246e-198 0 1 1 0
"tree_1128" 4005.7632 8132.933 73192.897 376.1 0.692452830188679 -103.030798225916 0.893474674531482 0.0462440794729282 7.63286153605194e-05 1.53200106994744e-85 8.49467352212466e-198 0 1 1 0
"tree_1129" 4005.7632 8132.803 73192.897 376.1 0.692452830188679 -103.027552901779 0.893476459833848 0.0462448186682992 7.63286153605194e-05 1.53134082221623e-85 8.45234681871503e-198 0 1 1 0
"tree_1130" 4005.7632 8132.803 73192.897 376.1 0.692452830188679 -103.027552901779 0.893476459833848 0.0462448186682992 7.63286153605194e-05 1.53134082221623e-85 8.45234681871503e-198 0 1 1 0
"tree_1131" 4005.7632 8132.803 73192.897 376.1 0.692452830188679 -103.027552901779 0.893476459833848 0.0462448186682992 7.63286153605194e-05 1.53134082221623e-85 8.45234681871503e-198 0 1 1 0
"tree_1132" 4005.7632 8132.803 73192.897 376.1 0.692452830188679 -103.027552901779 0.893476459833848 0.0462448186682992 7.63286153605194e-05 1.53134082221623e-85 8.45234681871503e-198 0 1 1 0
"tree_1133" 4005.7632 8132.803 73192.897 376.1 0.692452830188679 -103.027552901779 0.893476459833848 0.0462448186682992 7.63286153605194e-05 1.53134082221623e-85 8.45234681871503e-198 0 1 1 0
"tree_1134" 4005.7632 8132.803 73192.897 376.1 0.692452830188679 -103.027552901779 0.893476459833848 0.0462448186682992 7.63286153605194e-05 1.53134082221623e-85 8.45234681871503e-198 0 1 1 0
"tree_1135" 4005.7632 8129.503 73192.897 376.1 0.692452830188679 -102.945171596763 0.893521779047766 0.0462635907754754 7.63286153605194e-05 1.51467539995814e-85 7.44558728097513e-198 0 1 1 0
"tree_1136" 4005.7632 8124.303 73192.897 376.1 0.690566037735849 -102.815358631284 0.893593191142423 0.0462932020137604 0.000141879755724748 1.48878109276033e-85 6.09638174305292e-198 0 1 1 0
"tree_1137" 4005.7632 8194.203 73192.897 376.1 0.692452830188679 -104.560344455708 0.892633247793088 0.0458983015187688 7.63286153605194e-05 1.87701884362684e-85 8.88150220835683e-197 0 1 1 0
"tree_1138" 4005.7632 8131.003 73192.897 376.1 0.692452830188679 -102.982617644498 0.893501179405076 0.0462550561105438 7.63286153605194e-05 1.52222804738573e-85 7.88745350423592e-198 0 1 1 0
"tree_1139" 4005.7632 8126.153 73192.897 376.1 0.692452830188679 -102.861542090157 0.893567784916439 0.0462826629033443 7.63286153605194e-05 1.49794249640742e-85 6.5458734438746e-198 0 1 1 0
"tree_1140" 4005.7632 8144.303 73192.897 376.1 0.692452830188679 -103.314639267743 0.893318529239895 0.0461795195979324 7.63286153605194e-05 1.59085944329892e-85 1.31454650749198e-197 0 1 1 0
"tree_1141" 4005.7632 8144.303 73192.897 376.1 0.692452830188679 -103.314639267743 0.893318529239895 0.0461795195979324 7.63286153605194e-05 1.59085944329892e-85 1.31454650749198e-197 0 1 1 0
"tree_1142" 4005.7632 8132.803 73192.897 376.1 0.692452830188679 -103.027552901779 0.893476459833848 0.0462448186682992 7.63286153605194e-05 1.53134082221623e-85 8.45234681871503e-198 0 1 1 0
"tree_1143" 4005.7632 8132.803 73192.897 376.1 0.692452830188679 -103.027552901779 0.893476459833848 0.0462448186682992 7.63286153605194e-05 1.53134082221623e-85 8.45234681871503e-198 0 1 1 0
"tree_1144" 4005.7632 8132.803 73192.897 376.1 0.692452830188679 -103.027552901779 0.893476459833848 0.0462448186682992 7.63286153605194e-05 1.53134082221623e-85 8.45234681871503e-198 0 1 1 0
"tree_1145" 4005.7632 8144.303 73192.897 376.1 0.692452830188679 -103.314639267743 0.893318529239895 0.0461795195979324 7.63286153605194e-05 1.59085944329892e-85 1.31454650749198e-197 0 1 1 0
"tree_1146" 4005.7632 8132.803 73192.897 376.1 0.692452830188679 -103.027552901779 0.893476459833848 0.0462448186682992 7.63286153605194e-05 1.53134082221623e-85 8.45234681871503e-198 0 1 1 0
"tree_1147" 4005.7632 8144.303 73192.897 376.1 0.692452830188679 -103.314639267743 0.893318529239895 0.0461795195979324 7.63286153605194e-05 1.59085944329892e-85 1.31454650749198e-197 0 1 1 0
"tree_1148" 4005.7632 8144.303 73192.897 376.1 0.692452830188679 -103.314639267743 0.893318529239895 0.0461795195979324 7.63286153605194e-05 1.59085944329892e-85 1.31454650749198e-197 0 1 1 0
"tree_1149" 4005.7632 8095.103 73192.897 376.1 0.690566037735849 -102.086408902054 0.893994197520113 0.0464601871032401 0.000141879755724748 1.35136461791914e-85 1.98002514691036e-198 0 1 1 0
"tree_1150" 4005.7632 8144.303 73192.897 376.1 0.692452830188679 -103.314639267743 0.893318529239895 0.0461795195979324 7.63286153605194e-05 1.59085944329892e-85 1.31454650749198e-197 0 1 1 0
"tree_1151" 4005.7632 8132.803 73192.897 376.1 0.692452830188679 -103.027552901779 0.893476459833848 0.0462448186682992 7.63286153605194e-05 1.53134082221623e-85 8.45234681871503e-198 0 1 1 0
"tree_1152" 4005.7632 8132.803 73192.897 376.1 0.692452830188679 -103.027552901779 0.893476459833848 0.0462448186682992 7.63286153605194e-05 1.53134082221623e-85 8.45234681871503e-198 0 1 1 0
"tree_1153" 4005.7632 8144.303 73192.897 376.1 0.692452830188679 -103.314639267743 0.893318529239895 0.0461795195979324 7.63286153605194e-05 1.59085944329892e-85 1.31454650749198e-197 0 1 1 0
"tree_1154" 4005.7632 8132.803 73192.897 376.1 0.692452830188679 -103.027552901779 0.893476459833848 0.0462448186682992 7.63286153605194e-05 1.53134082221623e-85 8.45234681871503e-198 0 1 1 0
"tree_1155" 4005.7632 8276.553 73192.897 376.1 0.692452830188679 -106.616132476328 0.89150232740943 0.0454416228591782 7.63286153605194e-05 2.46577577994492e-85 2.0363382176854e-195 0 1 1 0
"tree_1156" 4005.7632 8217.273 73192.897 376.1 0.692452830188679 -105.136264669864 0.892316425288522 0.0457694420034481 7.63286153605194e-05 2.02614325364871e-85 2.14141057580758e-196 0 1 1 0
"tree_1157" 4005.7632 8228.773 73192.897 376.1 0.692452830188679 -105.423351035828 0.892158494694569 0.0457054775967207 7.63286153605194e-05 2.10483508540163e-85 3.31819705604872e-196 0 1 1 0
"tree_1158" 4005.7632 8116.153 73192.897 376.1 0.692452830188679 -102.611901771927 0.893705115867703 0.0463396882734961 7.63286153605194e-05 1.44908223204767e-85 4.45551029697181e-198 0 1 1 0
"tree_1159" 4005.7632 8138.753 73192.897 376.1 0.692452830188679 -103.176088891126 0.893394747917846 0.046211010458236 7.63286153605194e-05 1.56185257754986e-85 1.06228148730495e-197 0 1 1 0
"tree_1160" 4005.7632 8132.803 73192.897 376.1 0.692452830188679 -103.027552901779 0.893476459833848 0.0462448186682992 7.63286153605194e-05 1.53134082221623e-85 8.45234681871503e-198 0 1 1 0
"tree_1161" 4005.7632 8132.803 73192.897 376.1 0.692452830188679 -103.027552901779 0.893476459833848 0.0462448186682992 7.63286153605194e-05 1.53134082221623e-85 8.45234681871503e-198 0 1 1 0
"tree_1162" 4005.7632 8128.303 73192.897 376.1 0.690566037735849 -102.915214758576 0.893538258761917 0.0462704207754066 0.000141879755724748 1.50866020187211e-85 7.10994085920951e-198 0 1 1 0
"tree_1163" 4005.7632 8128.303 73192.897 376.1 0.690566037735849 -102.915214758576 0.893538258761917 0.0462704207754066 0.000141879755724748 1.50866020187211e-85 7.10994085920951e-198 0 1 1 0
"tree_1164" 4005.7632 8132.803 73192.897 376.1 0.692452830188679 -103.027552901779 0.893476459833848 0.0462448186682992 7.63286153605194e-05 1.53134082221623e-85 8.45234681871503e-198 0 1 1 0
"tree_1165" 4005.7632 8132.803 73192.897 376.1 0.692452830188679 -103.027552901779 0.893476459833848 0.0462448186682992 7.63286153605194e-05 1.53134082221623e-85 8.45234681871503e-198 0 1 1 0
"tree_1166" 4005.7632 8128.303 73192.897 376.1 0.690566037735849 -102.915214758576 0.893538258761917 0.0462704207754066 0.000141879755724748 1.50866020187211e-85 7.10994085920951e-198 0 1 1 0
"tree_1167" 4005.7632 8124.903 73192.897 376.1 0.690566037735849 -102.830337050378 0.893584951285347 0.0462897833980295 0.000141879755724748 1.49174621884754e-85 6.23868305733064e-198 0 1 1 0
"tree_1168" 4005.7632 8144.303 73192.897 376.1 0.692452830188679 -103.314639267743 0.893318529239895 0.0461795195979324 7.63286153605194e-05 1.59085944329892e-85 1.31454650749198e-197 0 1 1 0
"tree_1169" 4005.7632 8141.803 73192.897 376.1 0.690566037735849 -103.252229188186 0.893352861977711 0.0461936993562728 0.000141879755724748 1.57772737254587e-85 1.19426094598446e-197 0 1 1 0
"tree_1170" 4005.7632 8141.803 73192.897 376.1 0.690566037735849 -103.252229188186 0.893352861977711 0.0461936993562728 0.000141879755724748 1.57772737254587e-85 1.19426094598446e-197 0 1 1 0
"tree_1171" 4005.7632 8169.303 73192.897 376.1 0.692452830188679 -103.938740063317 0.892975201861735 0.0460381993420981 7.63286153605194e-05 1.72832755789976e-85 3.42748201494768e-197 0 1 1 0
"tree_1172" 4005.7632 8132.803 73192.897 376.1 0.692452830188679 -103.027552901779 0.893476459833848 0.0462448186682992 7.63286153605194e-05 1.53134082221623e-85 8.45234681871503e-198 0 1 1 0
"tree_1173" 4005.7632 8144.303 73192.897 376.1 0.692452830188679 -103.314639267743 0.893318529239895 0.0461795195979324 7.63286153605194e-05 1.59085944329892e-85 1.31454650749198e-197 0 1 1 0
"tree_1174" 4005.7632 8144.303 73192.897 376.1 0.692452830188679 -103.314639267743 0.893318529239895 0.0461795195979324 7.63286153605194e-05 1.59085944329892e-85 1.31454650749198e-197 0 1 1 0
"tree_1175" 4005.7632 8163.703 73192.897 376.1 0.692452830188679 -103.798941485108 0.893052107194443 0.0460697798535787 7.63286153605194e-05 1.69653965900102e-85 2.76589820872288e-197 0 1 1 0
"tree_1176" 4005.7632 8144.303 73192.897 376.1 0.692452830188679 -103.314639267743 0.893318529239895 0.0461795195979324 7.63286153605194e-05 1.59085944329892e-85 1.31454650749198e-197 0 1 1 0
"tree_1177" 4005.7632 8139.803 73192.897 376.1 0.690566037735849 -103.20230112454 0.893380328167964 0.0462050494342431 0.000141879755724748 1.56729960694925e-85 1.10598796343011e-197 0 1 1 0
"tree_1178" 4005.7632 8144.303 73192.897 376.1 0.692452830188679 -103.314639267743 0.893318529239895 0.0461795195979324 7.63286153605194e-05 1.59085944329892e-85 1.31454650749198e-197 0 1 1 0
"tree_1179" 4005.7632 8144.303 73192.897 376.1 0.692452830188679 -103.314639267743 0.893318529239895 0.0461795195979324 7.63286153605194e-05 1.59085944329892e-85 1.31454650749198e-197 0 1 1 0
"tree_1180" 4005.7632 8144.303 73192.897 376.1 0.692452830188679 -103.314639267743 0.893318529239895 0.0461795195979324 7.63286153605194e-05 1.59085944329892e-85 1.31454650749198e-197 0 1 1 0
"tree_1181" 4005.7632 8143.103 73192.897 376.1 0.690566037735849 -103.284682429556 0.893335008954047 0.0461863247953514 0.000141879755724748 1.58454249919923e-85 1.255371944394e-197 0 1 1 0
"tree_1182" 4005.7632 8136.903 73192.897 376.1 0.690566037735849 -103.129905432253 0.89342015414383 0.0462215169579876 0.000141879755724748 1.55230133165991e-85 9.89424885026842e-198 0 1 1 0
"tree_1183" 4005.7632 8144.303 73192.897 376.1 0.692452830188679 -103.314639267743 0.893318529239895 0.0461795195979324 7.63286153605194e-05 1.59085944329892e-85 1.31454650749198e-197 0 1 1 0
"tree_1184" 4005.7632 8104.603 73192.897 376.1 0.690566037735849 -102.323567204372 0.893863733116413 0.0464057277080691 0.000141879755724748 1.39462373893934e-85 2.85577743830998e-198 0 1 1 0
"tree_1185" 4005.7632 8098.103 73192.897 376.1 0.692452830188679 -102.161300997523 0.893952998234734 0.0464429755956426 7.63286153605194e-05 1.36487880141418e-85 2.22287196382769e-198 0 1 1 0
"tree_1186" 4005.7632 8144.303 73192.897 376.1 0.692452830188679 -103.314639267743 0.893318529239895 0.0461795195979324 7.63286153605194e-05 1.59085944329892e-85 1.31454650749198e-197 0 1 1 0
"tree_1187" 4005.7632 8128.333 73192.897 376.1 0.690566037735849 -102.915963679531 0.893537846769063 0.0462702500008304 0.000141879755724748 1.50881029104777e-85 7.11814518223218e-198 0 1 1 0
"tree_1188" 4005.7632 8144.303 73192.897 376.1 0.692452830188679 -103.314639267743 0.893318529239895 0.0461795195979324 7.63286153605194e-05 1.59085944329892e-85 1.31454650749198e-197 0 1 1 0
"tree_1189" 4005.7632 8090.203 73192.897 376.1 0.692452830188679 -101.964085146122 0.894061489686233 0.0464883266835208 7.63286153605194e-05 1.32957787987527e-85 1.63897976867914e-198 0 1 1 0
"tree_1190" 4005.7632 8087.303 73192.897 376.1 0.692452830188679 -101.891689453835 0.894101315662099 0.0465049967832292 7.63286153605194e-05 1.31684908441809e-85 1.46543512873499e-198 0 1 1 0
"tree_1191" 4005.7632 8068.503 73192.897 376.1 0.690566037735849 -101.422365655564 0.894359497850475 0.0466133556621346 0.000141879755724748 1.23722866690142e-85 7.08790037449333e-199 0 1 1 0
"tree_1192" 4005.7632 8090.203 73192.897 376.1 0.692452830188679 -101.964085146122 0.894061489686233 0.0464883266835208 7.63286153605194e-05 1.32957787987527e-85 1.63897976867914e-198 0 1 1 0
"tree_1193" 4005.7632 8108.103 73192.897 376.1 0.692452830188679 -102.410941315752 0.89381566728347 0.0463856958896551 7.63286153605194e-05 1.41090714635443e-85 3.2680231589476e-198 0 1 1 0
"tree_1194" 4005.7632 8108.103 73192.897 376.1 0.692452830188679 -102.410941315752 0.89381566728347 0.0463856958896551 7.63286153605194e-05 1.41090714635443e-85 3.2680231589476e-198 0 1 1 0
"tree_1195" 4005.7632 8108.103 73192.897 376.1 0.692452830188679 -102.410941315752 0.89381566728347 0.0463856958896551 7.63286153605194e-05 1.41090714635443e-85 3.2680231589476e-198 0 1 1 0
"tree_1196" 4005.7632 8051.603 73192.897 376.1 0.690566037735849 -101.000473517756 0.894591587158111 0.0467111952737859 0.000141879755724748 1.16976231593749e-85 3.68504406771872e-199 0 1 1 0
"tree_1197" 4005.7632 8083.553 73192.897 376.1 0.692452830188679 -101.798074334499 0.894152814768823 0.0465265706799968 7.63286153605194e-05 1.30056947437304e-85 1.26792003914058e-198 0 1 1 0
"tree_1198" 4005.7632 8136.703 73192.897 376.1 0.692452830188679 -103.124912625889 0.893422900762856 0.046222653081967 7.63286153605194e-05 1.55127226042111e-85 9.81853337953875e-198 0 1 1 0
"tree_1199" 4005.7632 8148.903 73192.897 376.1 0.692452830188679 -103.429473814129 0.893255357002314 0.0461534515750157 7.63286153605194e-05 1.61530795549931e-85 1.56831794211414e-197 0 1 1 0
"tree_1200" 4005.7632 8136.703 73192.897 376.1 0.692452830188679 -103.124912625889 0.893422900762856 0.046222653081967 7.63286153605194e-05 1.55127226042111e-85 9.81853337953875e-198 0 1 1 0
"tree_1201" 4005.7632 8164.003 73192.897 376.1 0.694339622641509 -103.806430694655 0.893047987265905 0.0460680869421533 4.00686858393974e-05 1.69822770260561e-85 2.79786716868841e-197 0 1 1 0
"tree_1202" 4005.7632 8127.253 73192.897 376.1 0.690566037735849 -102.889002525162 0.8935526785118 0.0462763986798491 0.000141879755724748 1.5034164518259e-85 6.82865510267255e-198 0 1 1 0
"tree_1203" 4005.7632 8132.803 73192.897 376.1 0.692452830188679 -103.027552901779 0.893476459833848 0.0462448186682992 7.63286153605194e-05 1.53134082221623e-85 8.45234681871503e-198 0 1 1 0
"tree_1204" 4005.7632 8126.153 73192.897 376.1 0.692452830188679 -102.861542090157 0.893567784916439 0.0462826629033443 7.63286153605194e-05 1.49794249640742e-85 6.5458734438746e-198 0 1 1 0
"tree_1205" 4005.7632 8163.703 73192.897 376.1 0.692452830188679 -103.798941485108 0.893052107194443 0.0460697798535787 7.63286153605194e-05 1.69653965900102e-85 2.76589820872288e-197 0 1 1 0
"tree_1206" 4005.7632 8166.303 73192.897 376.1 0.692452830188679 -103.863847967848 0.893016401147114 0.046055112086828 7.63286153605194e-05 1.71122514768251e-85 3.05552416595986e-197 0 1 1 0
"tree_1207" 4005.7632 8132.803 73192.897 376.1 0.692452830188679 -103.027552901779 0.893476459833848 0.0462448186682992 7.63286153605194e-05 1.53134082221623e-85 8.45234681871503e-198 0 1 1 0
"tree_1208" 4005.7632 8144.303 73192.897 376.1 0.692452830188679 -103.314639267743 0.893318529239895 0.0461795195979324 7.63286153605194e-05 1.59085944329892e-85 1.31454650749198e-197 0 1 1 0
