"SRL" "MIG" "GMax" "GMin" "SCI" "RCI" "GER" "MSM*" "est.p.SCI" "est.p.RCI" "est.p.GER" "est.p.MSM*" "GER*" "GERt" "p.Wills"
"tree_5235" 4005.7632 8470.713 73192.897 376.1 0.690566037735849 -111.463148895072 0.88883590965969 0.0444000404688484 0.000141879755724748 4.68789837599578e-85 2.97305484418872e-192 0 1 1 0
"tree_5236" 4005.7632 8464.213 73192.897 376.1 0.690566037735849 -111.300882688223 0.888925174778012 0.044434136995371 0.000141879755724748 4.58822470381722e-85 2.33469259362691e-192 0 1 1 0
"tree_5237" 4005.7632 8482.213 73192.897 376.1 0.690566037735849 -111.750235261036 0.888677979065737 0.0443398438591438 0.000141879755724748 4.86956357080664e-85 4.55788776704658e-192 0 1 1 0
"tree_5238" 4005.7632 8475.713 73192.897 376.1 0.690566037735849 -111.587969054187 0.888767244184058 0.044373847958278 0.000141879755724748 4.7660375031869e-85 3.58019572912282e-192 0 1 1 0
"tree_5239" 4005.7632 8433.013 73192.897 376.1 0.690566037735849 -110.522004895347 0.889353647345955 0.0445985319837643 0.000141879755724748 4.13843895419616e-85 7.30196768517008e-193 0 1 1 0
"tree_5240" 4005.7632 8433.013 73192.897 376.1 0.690566037735849 -110.522004895347 0.889353647345955 0.0445985319837643 0.000141879755724748 4.13843895419616e-85 7.30196768517008e-193 0 1 1 0
"tree_5241" 4005.7632 8674.693 73192.897 376.1 0.69811320754717 -116.555312106317 0.886034632915809 0.0433560011864397 1.02500259751105e-05 9.19628397520657e-85 5.42483914770859e-189 0 1 1 0
"tree_5242" 4005.7632 8674.693 73192.897 376.1 0.69811320754717 -116.555312106317 0.886034632915809 0.0433560011864397 1.02500259751105e-05 9.19628397520657e-85 5.42483914770859e-189 0 1 1 0
"tree_5243" 4005.7632 8674.693 73192.897 376.1 0.69811320754717 -116.555312106317 0.886034632915809 0.0433560011864397 1.02500259751105e-05 9.19628397520657e-85 5.42483914770859e-189 0 1 1 0
"tree_5244" 4005.7632 8657.643 73192.897 376.1 0.69622641509434 -116.129675363736 0.886268782187714 0.04344138468172 2.05201885202801e-05 8.69304231694749e-85 2.9121901011856e-189 0 1 1 0
"tree_5245" 4005.7632 8694.743 73192.897 376.1 0.69622641509434 -117.055840944367 0.885759284358525 0.0432560226334464 2.05201885202801e-05 9.82536618234102e-85 1.12598463534173e-188 0 1 1 0
"tree_5246" 4005.7632 8694.743 73192.897 376.1 0.69622641509434 -117.055840944367 0.885759284358525 0.0432560226334464 2.05201885202801e-05 9.82536618234102e-85 1.12598463534173e-188 0 1 1 0
"tree_5247" 4005.7632 8694.743 73192.897 376.1 0.69622641509434 -117.055840944367 0.885759284358525 0.0432560226334464 2.05201885202801e-05 9.82536618234102e-85 1.12598463534173e-188 0 1 1 0
"tree_5248" 4005.7632 8681.543 73192.897 376.1 0.69622641509434 -116.726315724304 0.885940561214194 0.0433217919902027 2.05201885202801e-05 9.40655493648993e-85 6.96315594377941e-189 0 1 1 0
"tree_5249" 4005.7632 8670.043 73192.897 376.1 0.69622641509434 -116.439229358341 0.886098491808147 0.0433792542897423 2.05201885202801e-05 9.05622320183909e-85 4.57876396024887e-189 0 1 1 0
"tree_5250" 4005.7632 8674.893 73192.897 376.1 0.69622641509434 -116.560304912682 0.886031886296784 0.0433550016121236 2.05201885202801e-05 9.20235631657047e-85 5.46453722927737e-189 0 1 1 0
"tree_5251" 4005.7632 8674.893 73192.897 376.1 0.69622641509434 -116.560304912682 0.886031886296784 0.0433550016121236 2.05201885202801e-05 9.20235631657047e-85 5.46453722927737e-189 0 1 1 0
"tree_5252" 4005.7632 8681.543 73192.897 376.1 0.69622641509434 -116.726315724304 0.885940561214194 0.0433217919902027 2.05201885202801e-05 9.40655493648993e-85 6.96315594377941e-189 0 1 1 0
"tree_5253" 4005.7632 8650.843 73192.897 376.1 0.69622641509434 -115.95991994734 0.886362167234574 0.0434755318065534 2.05201885202801e-05 8.50008419360081e-85 2.27168305198615e-189 0 1 1 0
"tree_5254" 4005.7632 8678.643 73192.897 376.1 0.69622641509434 -116.653920032018 0.88598038719006 0.0433362681239452 2.05201885202801e-05 9.31695605966532e-85 6.26490647231623e-189 0 1 1 0
"tree_5255" 4005.7632 8569.743 73192.897 376.1 0.694339622641509 -113.935336966499 0.887475921249324 0.0438869637047459 4.00686858393974e-05 6.50299051770734e-85 1.15989304879946e-190 0 1 1 0
"tree_5256" 4005.7632 8600.943 73192.897 376.1 0.69622641509434 -114.714214759375 0.887047448681381 0.0437277633394385 2.05201885202801e-05 7.20889075577736e-85 3.65274529711389e-190 0 1 1 0
"tree_5257" 4005.7632 8285.143 73192.897 376.1 0.69622641509434 -106.830573509687 0.891384360122294 0.0453945091834866 2.05201885202801e-05 2.53692726443117e-85 2.81914398367013e-195 0 1 1 0
"tree_5258" 4005.7632 8428.893 73192.897 376.1 0.69622641509434 -110.419153084236 0.889410227697876 0.0446203315192161 2.05201885202801e-05 4.0824293941979e-85 6.26134828043219e-193 0 1 1 0
"tree_5259" 4005.7632 8678.773 73192.897 376.1 0.69622641509434 -116.657165356155 0.885978601887694 0.0433356189866932 2.05201885202801e-05 9.3209542765661e-85 6.29465697615933e-189 0 1 1 0
"tree_5260" 4005.7632 8667.143 73192.897 376.1 0.69622641509434 -116.366833666054 0.886138317784014 0.0433937688578578 2.05201885202801e-05 8.96995276272988e-85 4.11914095734982e-189 0 1 1 0
"tree_5261" 4005.7632 8667.143 73192.897 376.1 0.69622641509434 -116.366833666054 0.886138317784014 0.0433937688578578 2.05201885202801e-05 8.96995276272988e-85 4.11914095734982e-189 0 1 1 0
"tree_5262" 4005.7632 8678.643 73192.897 376.1 0.69622641509434 -116.653920032018 0.88598038719006 0.0433362681239452 2.05201885202801e-05 9.31695605966532e-85 6.26490647231623e-189 0 1 1 0
"tree_5263" 4005.7632 8678.643 73192.897 376.1 0.69622641509434 -116.653920032018 0.88598038719006 0.0433362681239452 2.05201885202801e-05 9.31695605966532e-85 6.26490647231623e-189 0 1 1 0
"tree_5264" 4005.7632 8678.643 73192.897 376.1 0.69622641509434 -116.653920032018 0.88598038719006 0.0433362681239452 2.05201885202801e-05 9.31695605966532e-85 6.26490647231623e-189 0 1 1 0
"tree_5265" 4005.7632 8670.443 73192.897 376.1 0.69622641509434 -116.44921497107 0.886092998570096 0.0433772530423186 2.05201885202801e-05 9.06818733813321e-85 4.64605168340577e-189 0 1 1 0
"tree_5266" 4005.7632 8687.143 73192.897 376.1 0.69811320754717 -116.866114302513 0.885863655881486 0.0432938654284844 1.02500259751105e-05 9.5820126739522e-85 8.5386372825303e-189 0 1 1 0
"tree_5267" 4005.7632 8717.043 73192.897 376.1 0.69622641509434 -117.612538854019 0.885453036337207 0.043145364775647 2.05201885202801e-05 1.05755765187058e-84 2.53257107788728e-188 0 1 1 0
"tree_5268" 4005.7632 8660.493 73192.897 376.1 0.69622641509434 -116.200822854431 0.886229642866604 0.0434270889659515 2.05201885202801e-05 8.77520800602966e-85 3.23154390419558e-189 0 1 1 0
"tree_5269" 4005.7632 8678.643 73192.897 376.1 0.69622641509434 -116.653920032018 0.88598038719006 0.0433362681239452 2.05201885202801e-05 9.31695605966532e-85 6.26490647231623e-189 0 1 1 0
"tree_5270" 4005.7632 8678.643 73192.897 376.1 0.69622641509434 -116.653920032018 0.88598038719006 0.0433362681239452 2.05201885202801e-05 9.31695605966532e-85 6.26490647231623e-189 0 1 1 0
"tree_5271" 4005.7632 8678.643 73192.897 376.1 0.69622641509434 -116.653920032018 0.88598038719006 0.0433362681239452 2.05201885202801e-05 9.31695605966532e-85 6.26490647231623e-189 0 1 1 0
"tree_5272" 4005.7632 8667.143 73192.897 376.1 0.69622641509434 -116.366833666054 0.886138317784014 0.0433937688578578 2.05201885202801e-05 8.96995276272988e-85 4.11914095734982e-189 0 1 1 0
"tree_5273" 4005.7632 8697.243 73192.897 376.1 0.69811320754717 -117.118251023925 0.885724951620709 0.0432435888016467 1.02500259751105e-05 9.90675641837122e-85 1.23320305250146e-188 0 1 1 0
"tree_5274" 4005.7632 8704.843 73192.897 376.1 0.69811320754717 -117.307977665779 0.885620580097749 0.0432058338099837 1.02500259751105e-05 1.01583351912323e-84 1.62578713274918e-188 0 1 1 0
"tree_5275" 4005.7632 8704.843 73192.897 376.1 0.69811320754717 -117.307977665779 0.885620580097749 0.0432058338099837 1.02500259751105e-05 1.01583351912323e-84 1.62578713274918e-188 0 1 1 0
"tree_5276" 4005.7632 8667.143 73192.897 376.1 0.69622641509434 -116.366833666054 0.886138317784014 0.0433937688578578 2.05201885202801e-05 8.96995276272988e-85 4.11914095734982e-189 0 1 1 0
"tree_5277" 4005.7632 8678.643 73192.897 376.1 0.69622641509434 -116.653920032018 0.88598038719006 0.0433362681239452 2.05201885202801e-05 9.31695605966532e-85 6.26490647231623e-189 0 1 1 0
"tree_5278" 4005.7632 8523.393 73192.897 376.1 0.69811320754717 -112.778254091505 0.888112450208432 0.044125619926243 1.02500259751105e-05 5.57960429549892e-85 2.09676443566281e-191 0 1 1 0
"tree_5279" 4005.7632 8650.493 73192.897 376.1 0.69622641509434 -115.951182536202 0.886366973817868 0.0434772908318636 2.05201885202801e-05 8.49026894426954e-85 2.24281585591028e-189 0 1 1 0
"tree_5280" 4005.7632 8656.043 73192.897 376.1 0.69622641509434 -116.089732912819 0.886290755139916 0.0434494144726407 2.05201885202801e-05 8.64725099372424e-85 2.74690946456505e-189 0 1 1 0
"tree_5281" 4005.7632 8673.093 73192.897 376.1 0.694339622641509 -116.515369655401 0.886056605868011 0.0433639994405687 4.00686858393974e-05 9.14784889698043e-85 5.11743710553983e-189 0 1 1 0
"tree_5282" 4005.7632 8673.093 73192.897 376.1 0.694339622641509 -116.515369655401 0.886056605868011 0.0433639994405687 4.00686858393974e-05 9.14784889698043e-85 5.11743710553983e-189 0 1 1 0
"tree_5283" 4005.7632 8667.143 73192.897 376.1 0.69622641509434 -116.366833666054 0.886138317784014 0.0433937688578578 2.05201885202801e-05 8.96995276272988e-85 4.11914095734982e-189 0 1 1 0
"tree_5284" 4005.7632 8667.143 73192.897 376.1 0.69622641509434 -116.366833666054 0.886138317784014 0.0433937688578578 2.05201885202801e-05 8.96995276272988e-85 4.11914095734982e-189 0 1 1 0
"tree_5285" 4005.7632 8667.143 73192.897 376.1 0.69622641509434 -116.366833666054 0.886138317784014 0.0433937688578578 2.05201885202801e-05 8.96995276272988e-85 4.11914095734982e-189 0 1 1 0
"tree_5286" 4005.7632 8678.643 73192.897 376.1 0.69622641509434 -116.653920032018 0.88598038719006 0.0433362681239452 2.05201885202801e-05 9.31695605966532e-85 6.26490647231623e-189 0 1 1 0
"tree_5287" 4005.7632 8678.643 73192.897 376.1 0.69622641509434 -116.653920032018 0.88598038719006 0.0433362681239452 2.05201885202801e-05 9.31695605966532e-85 6.26490647231623e-189 0 1 1 0
"tree_5288" 4005.7632 8667.143 73192.897 376.1 0.69622641509434 -116.366833666054 0.886138317784014 0.0433937688578578 2.05201885202801e-05 8.96995276272988e-85 4.11914095734982e-189 0 1 1 0
"tree_5289" 4005.7632 8674.143 73192.897 376.1 0.694339622641509 -116.541581888815 0.886042186118129 0.0433587502534833 4.00686858393974e-05 9.17960563535109e-85 5.31714636880539e-189 0 1 1 0
"tree_5290" 4005.7632 8674.143 73192.897 376.1 0.694339622641509 -116.541581888815 0.886042186118129 0.0433587502534833 4.00686858393974e-05 9.17960563535109e-85 5.31714636880539e-189 0 1 1 0
"tree_5291" 4005.7632 8667.143 73192.897 376.1 0.69622641509434 -116.366833666054 0.886138317784014 0.0433937688578578 2.05201885202801e-05 8.96995276272988e-85 4.11914095734982e-189 0 1 1 0
"tree_5292" 4005.7632 8676.143 73192.897 376.1 0.694339622641509 -116.591509952461 0.886014719927876 0.0433487553167346 4.00686858393974e-05 9.24039915875652e-85 5.71929900079728e-189 0 1 1 0
"tree_5293" 4005.7632 8664.643 73192.897 376.1 0.694339622641509 -116.304423586497 0.886172650521829 0.0434062892146855 4.00686858393974e-05 8.89623987891726e-85 3.76003317902579e-189 0 1 1 0
"tree_5294" 4005.7632 8703.643 73192.897 376.1 0.69622641509434 -117.278020827592 0.8856370598119 0.0432117907409576 2.05201885202801e-05 1.01181927039015e-84 1.55638650922574e-188 0 1 1 0
"tree_5295" 4005.7632 8678.643 73192.897 376.1 0.69622641509434 -116.653920032018 0.88598038719006 0.0433362681239452 2.05201885202801e-05 9.31695605966532e-85 6.26490647231623e-189 0 1 1 0
"tree_5296" 4005.7632 8667.143 73192.897 376.1 0.69622641509434 -116.366833666054 0.886138317784014 0.0433937688578578 2.05201885202801e-05 8.96995276272988e-85 4.11914095734982e-189 0 1 1 0
"tree_5297" 4005.7632 8678.643 73192.897 376.1 0.69622641509434 -116.653920032018 0.88598038719006 0.0433362681239452 2.05201885202801e-05 9.31695605966532e-85 6.26490647231623e-189 0 1 1 0
"tree_5298" 4005.7632 8678.643 73192.897 376.1 0.69622641509434 -116.653920032018 0.88598038719006 0.0433362681239452 2.05201885202801e-05 9.31695605966532e-85 6.26490647231623e-189 0 1 1 0
"tree_5299" 4005.7632 8659.243 73192.897 376.1 0.69622641509434 -116.169617814653 0.886246809235512 0.0434333578581869 2.05201885202801e-05 8.73907548948878e-85 3.08738821372343e-189 0 1 1 0
"tree_5300" 4005.7632 8678.643 73192.897 376.1 0.69622641509434 -116.653920032018 0.88598038719006 0.0433362681239452 2.05201885202801e-05 9.31695605966532e-85 6.26490647231623e-189 0 1 1 0
"tree_5301" 4005.7632 8678.643 73192.897 376.1 0.69622641509434 -116.653920032018 0.88598038719006 0.0433362681239452 2.05201885202801e-05 9.31695605966532e-85 6.26490647231623e-189 0 1 1 0
"tree_5302" 4005.7632 8674.143 73192.897 376.1 0.694339622641509 -116.541581888815 0.886042186118129 0.0433587502534833 4.00686858393974e-05 9.17960563535109e-85 5.31714636880539e-189 0 1 1 0
"tree_5303" 4005.7632 8678.643 73192.897 376.1 0.69622641509434 -116.653920032018 0.88598038719006 0.0433362681239452 2.05201885202801e-05 9.31695605966532e-85 6.26490647231623e-189 0 1 1 0
"tree_5304" 4005.7632 8678.643 73192.897 376.1 0.69622641509434 -116.653920032018 0.88598038719006 0.0433362681239452 2.05201885202801e-05 9.31695605966532e-85 6.26490647231623e-189 0 1 1 0
"tree_5305" 4005.7632 8662.673 73192.897 376.1 0.694339622641509 -116.255244443805 0.886199704719228 0.0434161603468121 4.00686858393974e-05 8.83858000288837e-85 3.49919748716381e-189 0 1 1 0
"tree_5306" 4005.7632 8678.643 73192.897 376.1 0.69622641509434 -116.653920032018 0.88598038719006 0.0433362681239452 2.05201885202801e-05 9.31695605966532e-85 6.26490647231623e-189 0 1 1 0
"tree_5307" 4005.7632 8759.843 73192.897 376.1 0.69811320754717 -118.680999416041 0.884865259865797 0.0429345594435882 1.02500259751105e-05 1.21791805844097e-84 1.19435001656233e-187 0 1 1 0
"tree_5308" 4005.7632 8717.243 73192.897 376.1 0.69811320754717 -117.617531660384 0.885450289718181 0.0431443748900885 1.02500259751105e-05 1.05825570576183e-84 2.55102960167153e-188 0 1 1 0
"tree_5309" 4005.7632 8702.843 73192.897 376.1 0.69811320754717 -117.258049602133 0.885648046288001 0.0432157629409148 1.02500259751105e-05 1.00915189822584e-84 1.511769038313e-188 0 1 1 0
"tree_5310" 4005.7632 8684.043 73192.897 376.1 0.69622641509434 -116.788725803862 0.885906228476378 0.043309320324646 2.05201885202801e-05 9.48448479234387e-85 7.62706878622459e-189 0 1 1 0
"tree_5311" 4005.7632 8705.743 73192.897 376.1 0.69811320754717 -117.33044529442 0.885608220312135 0.0432013671894518 1.02500259751105e-05 1.0188546261927e-84 1.67985555190247e-188 0 1 1 0
"tree_5312" 4005.7632 8735.143 73192.897 376.1 0.69811320754717 -118.064387830015 0.885204467315419 0.0430559637088941 1.02500259751105e-05 1.12262922791533e-84 4.88364858535666e-188 0 1 1 0
"tree_5313" 4005.7632 8723.643 73192.897 376.1 0.69811320754717 -117.777301464051 0.885362397909373 0.0431127225174162 1.02500259751105e-05 1.08083772804724e-84 3.2181583218436e-188 0 1 1 0
"tree_5314" 4005.7632 8699.093 73192.897 376.1 0.69622641509434 -117.164434482797 0.885699545394725 0.0432343923671123 2.05201885202801e-05 9.9674177962733e-85 1.31904662687956e-188 0 1 1 0
"tree_5315" 4005.7632 8678.643 73192.897 376.1 0.69622641509434 -116.653920032018 0.88598038719006 0.0433362681239452 2.05201885202801e-05 9.31695605966532e-85 6.26490647231623e-189 0 1 1 0
"tree_5316" 4005.7632 8671.043 73192.897 376.1 0.69811320754717 -116.464193390163 0.886084758713021 0.043374251517378 1.02500259751105e-05 9.08616310722599e-85 4.74883693619628e-189 0 1 1 0
"tree_5317" 4005.7632 8683.243 73192.897 376.1 0.69622641509434 -116.768754578403 0.885917214952479 0.0433133104762817 2.05201885202801e-05 9.45947743314165e-85 7.40802073507537e-189 0 1 1 0
"tree_5318" 4005.7632 8682.543 73192.897 376.1 0.69622641509434 -116.751279756127 0.885926828119067 0.0433168024621358 2.05201885202801e-05 9.43764994661622e-85 7.22150743301571e-189 0 1 1 0
"tree_5319" 4005.7632 8667.143 73192.897 376.1 0.69622641509434 -116.366833666054 0.886138317784014 0.0433937688578578 2.05201885202801e-05 8.96995276272988e-85 4.11914095734982e-189 0 1 1 0
"tree_5320" 4005.7632 8504.863 73192.897 376.1 0.692452830188679 -112.315670581826 0.888366924461124 0.0442217587749503 7.63286153605194e-05 5.24815219306724e-85 1.05593431339913e-191 0 1 1 0
"tree_5321" 4005.7632 8545.323 73192.897 376.1 0.694339622641509 -113.325715309382 0.88781128343231 0.0440123796373759 4.00686858393974e-05 5.99894758742105e-85 4.71455895897436e-191 0 1 1 0
"tree_5322" 4005.7632 8611.983 73192.897 376.1 0.694339622641509 -114.9898176707 0.886895835311185 0.0436717072014657 4.00686858393974e-05 7.476564035612e-85 5.47710344700399e-190 0 1 1 0
"tree_5323" 4005.7632 8600.483 73192.897 376.1 0.694339622641509 -114.702731304736 0.887053765905139 0.0437301021349615 4.00686858393974e-05 7.19794754841237e-85 3.59157457022289e-190 0 1 1 0
"tree_5324" 4005.7632 8658.143 73192.897 376.1 0.692452830188679 -116.142157379647 0.886261915640151 0.0434388759806809 7.63286153605194e-05 8.70740164371908e-85 2.96584694788548e-189 0 1 1 0
"tree_5325" 4005.7632 8674.143 73192.897 376.1 0.694339622641509 -116.541581888815 0.886042186118129 0.0433587502534833 4.00686858393974e-05 9.17960563535109e-85 5.31714636880539e-189 0 1 1 0
"tree_5326" 4005.7632 8805.983 73192.897 376.1 0.69811320754717 -119.832839844352 0.884231614856666 0.0427095986898907 1.02500259751105e-05 1.41804978080765e-84 6.31293342710176e-187 0 1 1 0
"tree_5327" 4005.7632 8805.983 73192.897 376.1 0.69811320754717 -119.832839844352 0.884231614856666 0.0427095986898907 1.02500259751105e-05 1.41804978080765e-84 6.31293342710176e-187 0 1 1 0
"tree_5328" 4005.7632 8667.143 73192.897 376.1 0.69622641509434 -116.366833666054 0.886138317784014 0.0433937688578578 2.05201885202801e-05 8.96995276272988e-85 4.11914095734982e-189 0 1 1 0
"tree_5329" 4005.7632 8678.943 73192.897 376.1 0.69811320754717 -116.661409241565 0.885976267261522 0.0433347701442445 1.02500259751105e-05 9.3261852962704e-85 6.3337741977111e-189 0 1 1 0
"tree_5330" 4005.7632 8728.143 73192.897 376.1 0.69811320754717 -117.889639607254 0.885300598981304 0.0430904947363947 1.02500259751105e-05 1.09700286604997e-84 3.78887713060517e-188 0 1 1 0
"tree_5331" 4005.7632 8801.443 73192.897 376.1 0.7 -119.719503139876 0.884293963108539 0.0427316293475968 4.99281662770445e-06 1.39698349370504e-84 5.36068040839092e-187 0 1 1 0
"tree_5332" 4005.7632 9174.743 73192.897 376.1 0.69811320754717 -129.038576219383 0.879167398697858 0.0409929738631371 1.02500259751105e-05 4.77327389025283e-84 2.94579433605839e-181 0 1 1 0
"tree_5333" 4005.7632 8667.143 73192.897 376.1 0.69622641509434 -116.366833666054 0.886138317784014 0.0433937688578578 2.05201885202801e-05 8.96995276272988e-85 4.11914095734982e-189 0 1 1 0
"tree_5334" 4005.7632 8635.943 73192.897 376.1 0.694339622641509 -115.587955873178 0.886566790351957 0.0435505421932498 4.00686858393974e-05 8.09208427983126e-85 1.31745966401781e-189 0 1 1 0
"tree_5335" 4005.7632 8667.143 73192.897 376.1 0.69622641509434 -116.366833666054 0.886138317784014 0.0433937688578578 2.05201885202801e-05 8.96995276272988e-85 4.11914095734982e-189 0 1 1 0
"tree_5336" 4005.7632 8659.243 73192.897 376.1 0.69622641509434 -116.169617814653 0.886246809235512 0.0434333578581869 2.05201885202801e-05 8.73907548948878e-85 3.08738821372343e-189 0 1 1 0
"tree_5337" 4005.7632 8678.643 73192.897 376.1 0.69622641509434 -116.653920032018 0.88598038719006 0.0433362681239452 2.05201885202801e-05 9.31695605966532e-85 6.26490647231623e-189 0 1 1 0
"tree_5338" 4005.7632 8674.443 73192.897 376.1 0.694339622641509 -116.549071098361 0.886038066189591 0.0433572507191528 4.00686858393974e-05 9.18869916822617e-85 5.3756208081189e-189 0 1 1 0
"tree_5339" 4005.7632 8675.643 73192.897 376.1 0.69622641509434 -116.579027936549 0.886021586475439 0.043351253618896 2.05201885202801e-05 9.22516323505614e-85 5.61600283222739e-189 0 1 1 0
"tree_5340" 4005.7632 8674.443 73192.897 376.1 0.694339622641509 -116.549071098361 0.886038066189591 0.0433572507191528 4.00686858393974e-05 9.18869916822617e-85 5.3756208081189e-189 0 1 1 0
"tree_5341" 4005.7632 8664.143 73192.897 376.1 0.69622641509434 -116.291941570585 0.886179517069393 0.0434087941530974 2.05201885202801e-05 8.88156996273664e-85 3.6920498312807e-189 0 1 1 0
"tree_5342" 4005.7632 8629.443 73192.897 376.1 0.694339622641509 -115.425689666329 0.886656055470278 0.0435833459934784 4.00686858393974e-05 7.92027354254927e-85 1.03851538496468e-189 0 1 1 0
"tree_5343" 4005.7632 8664.143 73192.897 376.1 0.69622641509434 -116.291941570585 0.886179517069393 0.0434087941530974 2.05201885202801e-05 8.88156996273664e-85 3.6920498312807e-189 0 1 1 0
"tree_5344" 4005.7632 8656.743 73192.897 376.1 0.694339622641509 -116.107207735095 0.886281141973328 0.0434459010738796 4.00686858393974e-05 8.66725502020181e-85 2.81803606567384e-189 0 1 1 0
"tree_5345" 4005.7632 8664.143 73192.897 376.1 0.69622641509434 -116.291941570585 0.886179517069393 0.0434087941530974 2.05201885202801e-05 8.88156996273664e-85 3.6920498312807e-189 0 1 1 0
"tree_5346" 4005.7632 8664.143 73192.897 376.1 0.69622641509434 -116.291941570585 0.886179517069393 0.0434087941530974 2.05201885202801e-05 8.88156996273664e-85 3.6920498312807e-189 0 1 1 0
"tree_5347" 4005.7632 8675.643 73192.897 376.1 0.69622641509434 -116.579027936549 0.886021586475439 0.043351253618896 2.05201885202801e-05 9.22516323505614e-85 5.61600283222739e-189 0 1 1 0
"tree_5348" 4005.7632 8624.443 73192.897 376.1 0.694339622641509 -115.300869507214 0.88672472094591 0.0436086133330582 4.00686858393974e-05 7.79059141765985e-85 8.64747120941982e-190 0 1 1 0
"tree_5349" 4005.7632 8660.643 73192.897 376.1 0.69622641509434 -116.204567459205 0.886227582902335 0.0434263368204878 2.05201885202801e-05 8.7795539088155e-85 3.24928765759873e-189 0 1 1 0
"tree_5350" 4005.7632 8678.643 73192.897 376.1 0.69622641509434 -116.653920032018 0.88598038719006 0.0433362681239452 2.05201885202801e-05 9.31695605966532e-85 6.26490647231623e-189 0 1 1 0
"tree_5351" 4005.7632 8672.143 73192.897 376.1 0.69622641509434 -116.491653825169 0.886069652308382 0.0433687498003665 2.05201885202801e-05 9.11921103911138e-85 4.94320274742186e-189 0 1 1 0
"tree_5352" 4005.7632 8640.943 73192.897 376.1 0.694339622641509 -115.712776032293 0.886498124876325 0.0435253420836129 4.00686858393974e-05 8.22677157091931e-85 1.58188229201957e-189 0 1 1 0
"tree_5353" 4005.7632 8581.543 73192.897 376.1 0.69622641509434 -114.22991254201 0.887313870726832 0.0438266171946001 2.05201885202801e-05 6.761471632776e-85 1.79066740110947e-190 0 1 1 0
"tree_5354" 4005.7632 8674.143 73192.897 376.1 0.694339622641509 -116.541581888815 0.886042186118129 0.0433587502534833 4.00686858393974e-05 9.17960563535109e-85 5.31714636880539e-189 0 1 1 0
"tree_5355" 4005.7632 8667.143 73192.897 376.1 0.69622641509434 -116.366833666054 0.886138317784014 0.0433937688578578 2.05201885202801e-05 8.96995276272988e-85 4.11914095734982e-189 0 1 1 0
"tree_5356" 4005.7632 7926.073 73192.897 376.1 0.694339622641509 -97.8667386030208 0.896315502589327 0.0474509886547853 4.00686858393974e-05 7.71085161493874e-86 2.76200377797523e-201 0 1 1 0
"tree_5357" 4005.7632 7914.573 73192.897 376.1 0.694339622641509 -97.5796522370569 0.896473433183281 0.047519935693309 4.00686858393974e-05 7.42183562826332e-86 1.75865156809437e-201 0 1 1 0
"tree_5358" 4005.7632 7924.073 73192.897 376.1 0.694339622641509 -97.8168105393749 0.89634296877958 0.0474629650685954 4.00686858393974e-05 7.65979364055246e-86 2.55355954540871e-201 0 1 1 0
"tree_5359" 4005.7632 7924.073 73192.897 376.1 0.694339622641509 -97.8168105393749 0.89634296877958 0.0474629650685954 4.00686858393974e-05 7.65979364055246e-86 2.55355954540871e-201 0 1 1 0
"tree_5360" 4005.7632 7933.573 73192.897 376.1 0.694339622641509 -98.0539688416929 0.896212504375879 0.0474061308820124 4.00686858393974e-05 7.90536070007463e-86 3.70643467529875e-201 0 1 1 0
"tree_5361" 4005.7632 7956.323 73192.897 376.1 0.694339622641509 -98.621900565665 0.895900076461754 0.0472705796383581 4.00686858393974e-05 8.52581902778953e-86 9.03270681605462e-201 0 1 1 0
"tree_5362" 4005.7632 7956.323 73192.897 376.1 0.694339622641509 -98.621900565665 0.895900076461754 0.0472705796383581 4.00686858393974e-05 8.52581902778953e-86 9.03270681605462e-201 0 1 1 0
"tree_5363" 4005.7632 7956.323 73192.897 376.1 0.694339622641509 -98.621900565665 0.895900076461754 0.0472705796383581 4.00686858393974e-05 8.52581902778953e-86 9.03270681605462e-201 0 1 1 0
"tree_5364" 4005.7632 7931.623 73192.897 376.1 0.694339622641509 -98.0052889796382 0.896239283911376 0.0474177857419597 4.00686858393974e-05 7.85432246853283e-86 3.43364459145e-201 0 1 1 0
"tree_5365" 4005.7632 7913.473 73192.897 376.1 0.694339622641509 -97.5521918020516 0.89648853958792 0.0475265411280231 4.00686858393974e-05 7.39476333882948e-86 1.68428563620752e-201 0 1 1 0
"tree_5366" 4005.7632 7917.223 73192.897 376.1 0.694339622641509 -97.6458069213877 0.896437040481196 0.04750403013784 4.00686858393974e-05 7.48746186790052e-86 1.95153135152823e-201 0 1 1 0
"tree_5367" 4005.7632 7931.623 73192.897 376.1 0.694339622641509 -98.0052889796382 0.896239283911376 0.0474177857419597 4.00686858393974e-05 7.85432246853283e-86 3.43364459145e-201 0 1 1 0
"tree_5368" 4005.7632 7912.423 73192.897 376.1 0.694339622641509 -97.5259795686375 0.896502959337802 0.0475328480289792 4.00686858393974e-05 7.369013495423e-86 1.61622806982298e-201 0 1 1 0
"tree_5369" 4005.7632 7886.223 73192.897 376.1 0.692452830188679 -96.8719219348763 0.896862766430114 0.0476907640070538 7.63286153605194e-05 6.75466606848789e-86 5.76646123021877e-202 0 1 1 0
"tree_5370" 4005.7632 7919.993 73192.897 376.1 0.694339622641509 -97.7149572895373 0.896398999807695 0.0474874157085745 4.00686858393974e-05 7.55667862657692e-86 2.17572941076952e-201 0 1 1 0
